variable,label,group,n_near,n_far,near_mean,far_mean,far_std,effect_raw,effect_z,ci95_z,pearson_r_cld_dist
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),cropland,10706,33170,-0.00374512723647058,-0.0014108067844063044,0.021552180871367455,-0.0023343204520642757,-0.10831017361985262,0.037983593085541036,-0.0021419904240698785
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),barren,23384,150866,-0.0032569165341556072,0.0017327979439869523,0.024887695908546448,-0.004989714361727238,-0.20048920478869106,0.02766118133994138,0.058834221661720254
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),urban,560,5279,0.0071460469625890255,0.005713206250220537,0.02960587851703167,0.0014328407123684883,0.04839716921570842,0.1727155638714816,0.12717575527782848
dexp_wco2,Δexp-int WCO$_2$ (obs-ref),snow_ice,411,46,,,,,,,
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),ocean,1323704,150088,-0.005100852809846401,0.002414653543382883,0.01822785660624504,-0.007515506353229284,-0.41230883672051705,0.005353609970898751,0.14105336954763714
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),forest,4508,7339,-0.019392503425478935,-0.008098149672150612,0.018580136820673943,-0.011294353753328323,-0.6078724749088609,0.06034551399554993,0.10800598236814896
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),savanna,9446,17503,-0.006421965081244707,-0.0024151233956217766,0.01693410985171795,-0.0040068416856229305,-0.23661365850986496,0.04173034964187706,0.054215055335660324
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),shrubland,9296,18548,-0.010471864603459835,-0.002118666423484683,0.030747368931770325,-0.008353197947144508,-0.27167195884892126,0.033175565753425985,0.049289545110809234
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),grassland,18792,48614,-0.01102006621658802,-0.0024745978880673647,0.026942914351820946,-0.0085454685613513,-0.31716942160615785,0.027490635283753385,0.06123451803097339
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),cropland,10706,33170,-0.006243413779884577,-0.0016478556208312511,0.022919781506061554,-0.004595558159053326,-0.2005061940855739,0.038156479825946665,0.016141094410075156
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),barren,23384,150866,-0.0061903540045022964,0.0018645977834239602,0.02629135362803936,-0.008054952137172222,-0.30637266727041884,0.027073329481419953,0.07675806989400562
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),urban,560,5279,0.013455173932015896,0.008579520508646965,0.029521804302930832,0.004875653423368931,0.16515431690213092,0.1716931075237053,-0.011068575429359703
dexp_sco2,Δexp-int SCO$_2$ (obs-ref),snow_ice,411,46,,,,,,,
